,Unnamed: 0,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Latitude,Longitude
998,998,11000000,750,Jogeshwari West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.136394,72.8373817
999,999,24500000,1650,Thane West,3,0,1,1,1,0,1,0,1,0,0,0,1,1,1,19.0263007,73.0120218
1000,1000,11299999,900,Goregaon East,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,19.1692623,72.8552548
1001,1001,5700000,620,Mira Road East,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,19.2948873,72.8678432
1002,1002,13200000,935,Malad West,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.1840129,72.8412155
1003,1003,4700000,885,Powai Lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.1277203,72.90621423919501
1004,1004,4600000,885,MHADA Colony 20,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,19.1672245,72.9676413
1005,1005,2900000,700,Powai Lake,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.1277203,72.90621423919501
1006,1006,24800000,958,Wadala East Wadala,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0110483,72.8485523
1007,1007,28500000,997,Andheri West,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,19.1172495,72.833968
1008,1008,10000000,546,Goregaon West,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,19.1633281,72.8411995
1010,1010,4800000,600,Sector 36 Kamothe,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,19.0164338,73.0806552
1011,1011,55000000,1950,Andheri West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1172495,72.833968
1012,1012,2300000,480,Dombivli (West),1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,19.2156856,73.092894
1013,1013,13600000,600,DN Nagar Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.1185196,72.8287523
1014,1014,5200000,534,Godrej Hill,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.1116978,72.9234406
1015,1015,21000000,730,Ganesh Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0552238,72.8938192
1016,1016,3300000,342,Godrej Hill,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.1116978,72.9234406
1017,1017,5545000,902,Haware City,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,19.259088300000002,72.95645823344287
1018,1018,5556000,902,Haware City,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,19.259088300000002,72.95645823344287
1019,1019,7311000,1149,Haware City,3,0,1,1,1,0,1,0,1,0,1,0,0,0,1,19.259088300000002,72.95645823344287
1020,1020,24000000,1250,Mahatma Gandhi Road,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.204915,72.846883
1023,1023,6000000,935,Vasai West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3511962,72.8936185
1024,1024,4500000,650,Vasai,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,19.3511962,72.8936185
1025,1025,6200000,655,Mira Road East,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1026,1026,4500000,645,Mira Road East,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,19.2948873,72.8678432
1027,1027,21000000,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.1860219,72.8563181
1028,1028,21500000,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.1860219,72.8563181
1029,1029,4400000,665,Sector 17 Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.97686135,73.0201311109118
1030,1030,2399000,620,Badlapur West,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,19.2388841,73.1367485
1032,1032,3700000,440,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,19.2948873,72.8678432
1033,1033,2100000,245,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,19.2948873,72.8678432
1034,1034,12500000,745,Kandivali East,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,19.2103809,72.8640837
1036,1036,2200000,400,Shirgaon,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,18.6799485,73.6958822
1037,1037,3300000,612,Katrap,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,19.1685232,73.2271304
1038,1038,15000000,800,Chembur,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1039,1039,12500000,878,Chembur,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,19.054818,72.8979713
1040,1040,14000000,1077,Kurla,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0629954,72.8847136
1041,1041,33000000,1650,Nahur,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.1591292,72.94644
1043,1043,29000000,1960,Mulund West,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1719717,72.9511956
1044,1044,8500000,1000,Kalwa,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,19.1963236,72.9874123
1045,1045,6000000,575,Thane West,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0263007,73.0120218
1046,1046,60000000,2500,Lower Parel,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.99568,72.8302756
1047,1047,33000000,1800,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,19.2072164,72.8705139
1048,1048,35000000,1835,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,19.2072164,72.8705139
1049,1049,33000000,1667,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.2103809,72.8640837
1050,1050,24500000,1300,thakur village kandivali east,3,0,0,1,1,1,1,1,0,1,0,1,0,1,0,19.21203575,72.86949812951099
1051,1051,3467000,530,Dombivali East,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.2156856,73.092894
1052,1052,14000000,800,Bhandup West,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,19.1462636,72.9339461
1053,1053,7000000,780,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2948873,72.8678432
1054,1054,6400000,400,Kandivali East,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,19.2103809,72.8640837
1055,1055,6000000,650,Mira Road,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,19.2748103,72.8581962
1056,1056,9000000,550,Bhandup West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,19.1462636,72.9339461
1057,1057,6370000,800,Mira Road East,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19.2948873,72.8678432
1058,1058,3310000,780,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,19.2362651,73.0147061
1059,1059,2770000,655,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,19.2362651,73.0147061
1060,1060,2670000,630,Kasheli,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2362651,73.0147061
1061,1061,2110000,495,Kasheli,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,19.2362651,73.0147061
1062,1062,23000000,1265,Western Express Highway Kandivali East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.2008995,72.8613384
1063,1063,25000000,850,Bandra West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,19.0583358,72.8302669
1064,1064,14000000,900,Seawoods,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,19.021368250000002,73.01893897806204
1065,1065,3700000,425,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.2047006,73.0070257
1066,1066,2000000,400,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.2047006,73.0070257
1067,1067,2200000,450,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.2047006,73.0070257
1068,1068,200000000,3000,Tardeo,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18.9722687,72.8204976
1069,1069,4600000,545,Goregaon East,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1692623,72.8552548
1070,1070,3000000,340,Goregaon East,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,19.1692623,72.8552548
1071,1071,2000000,540,Vasind,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,19.4189597,73.2790481
1072,1072,2400000,560,KASHELI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.2362651,73.0147061
1073,1073,6300000,750,Thakurli,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.2156856,73.092894
1074,1074,7600000,550,Shakti Nagar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.1427366,72.8334309221123
1075,1075,2600000,360,Bhayandar East,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.28729595,72.8434378568812
1076,1076,3800000,340,Kandivali West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.2084002,72.8422235
1077,1077,10500000,1190,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18.97686135,73.0201311109118
1078,1078,13500000,1235,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
1079,1079,21000000,1129,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,19.2084002,72.8422235
1080,1080,16500000,839,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,19.2084002,72.8422235
1081,1081,10000000,600,Borivali East,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,19.2267228,72.8619328
1082,1082,11000000,600,Borivali East,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,19.2267228,72.8619328
1083,1083,8100000,846,Thane West,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0,19.0263007,73.0120218
1084,1084,65300000,3025,Andheri,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1196976,72.8464205
1085,1085,38700000,1295,Andheri,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,19.1196976,72.8464205
1086,1086,51500000,3465,Sanpada,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0607337,73.0116775
1087,1087,6500000,566,Dahisar East,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,19.2486925,72.8640593
1088,1088,22000000,1527,Ghatkopar,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,19.0856928,72.9083668
1089,1089,17500000,1188,Ghatkopar,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,19.0856928,72.9083668
1090,1090,17500000,1188,Ghatkopar West,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1,19.0897194,72.9045972
1091,1091,12600000,1012,Goregaon,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,19.1648688,72.8495492
1092,1092,32000000,1950,Goregaon,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1648688,72.8495492
1093,1093,8000000,670,Malad East,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.1860219,72.8563181
1094,1094,16000000,1944,Mira Road,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,19.2748103,72.8581962
1095,1095,8000000,972,Mira Road,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19.2748103,72.8581962
1096,1096,16000000,1944,Mira Road East,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19.2948873,72.8678432
1097,1097,8100000,972,Mira Road East,2,1,1,0,0,1,0,1,1,1,0,1,1,1,1,19.2948873,72.8678432
1098,1098,10200000,1050,Kharghar,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,19.0258415,73.0593001
1099,1099,13500000,1235,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
1100,1100,14200000,1440,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
1101,1101,5300000,612,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19.0258415,73.0593001
1102,1102,5500000,676,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,19.0258415,73.0593001
1103,1103,5500000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,19.0258415,73.0593001
1104,1104,16000000,1600,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
1105,1105,4300000,650,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,19.0258415,73.0593001
1106,1106,7500000,850,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
1107,1107,7500000,1085,Kharghar,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,19.0258415,73.0593001
1108,1108,30000000,2950,Kharghar,4,0,1,1,1,1,1,1,0,1,1,0,0,0,1,19.0258415,73.0593001
1109,1109,5500000,560,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
1110,1110,8000000,1050,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
1111,1111,6000000,700,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
1112,1112,4500000,650,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,19.0258415,73.0593001
1113,1113,5500000,649,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,19.0258415,73.0593001
1114,1114,5500000,660,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,19.0258415,73.0593001
1115,1115,14800000,1600,Kharghar,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,19.0258415,73.0593001
1116,1116,11800000,1150,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
1117,1117,13600000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
1118,1118,5700000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,19.0258415,73.0593001
1119,1119,6500000,750,Kharghar,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,19.0258415,73.0593001
1120,1120,4200000,630,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,19.0258415,73.0593001
1121,1121,4800000,540,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
1122,1122,30000000,2355,Kharghar,4,0,1,1,1,0,1,1,1,0,0,1,0,1,1,19.0258415,73.0593001
1123,1123,21000000,2250,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
1124,1124,5300000,687,Panvel,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,19.044048,72.9206192
1125,1125,6300000,850,Panvel,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,19.044048,72.9206192
1126,1126,2050000,1000,ulhasnagar 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2236329,73.1671515
1127,1127,31500000,2415,Kandivali East,4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,19.2103809,72.8640837
1128,1128,30500000,2415,Kandivali East,4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,19.2103809,72.8640837
1129,1129,4500000,450,Mira Road East,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,19.2948873,72.8678432
1130,1130,20000000,1250,Malad East,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,19.1860219,72.8563181
1131,1131,22000000,1530,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2103809,72.8640837
1132,1132,10000000,1340,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1133,1133,11500000,1340,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1134,1134,6300000,850,Mira Road East,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1135,1135,8009999,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1136,1136,8400000,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1137,1137,7430000,965,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19.2948873,72.8678432
1138,1138,21400000,1560,Borivali East,3,1,1,1,0,0,1,0,1,0,0,0,0,1,0,19.2267228,72.8619328
1139,1139,25700000,1505,Goregaon West,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,19.1633281,72.8411995
1140,1140,2100000,450,Sector-26 Taloja,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,19.1500668,73.1196832
1142,1142,62000000,1450,Worli,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19.0116962,72.8180702
1143,1143,2500000,540,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.451809,72.8068256
1144,1144,19000000,1267,Belapur,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,19.0088415,73.0287773
1145,1145,14900000,1245,Airoli,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,19.1582719,72.9967088
1146,1146,14000000,1183,Airoli,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,19.1582719,72.9967088
1147,1147,2200000,670,Badlapur West,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.2388841,73.1367485
1148,1148,3500000,1000,mumbai,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1149,1149,3500000,400,mumbai,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1150,1150,3500000,500,Roadpali,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.0392786,73.0992311
1151,1151,2005000,595,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1152,1152,2011000,597,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1153,1153,2014999,598,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1154,1154,2021000,600,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1155,1155,2100000,625,Mumbai Central,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,18.9695855,72.8193152
1156,1156,2116000,630,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19.08157715,72.88662753964906
1157,1157,13000000,650,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1158,1158,13000000,900,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1159,1159,37000000,2300,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1160,1160,19900000,1100,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1161,1161,32100000,1400,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1162,1162,15000000,1016,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1163,1163,12700000,585,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1164,1164,31000000,1550,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1165,1165,32100000,1550,Chembur East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1166,1166,18200000,1050,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1167,1167,11000000,585,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1168,1168,24500000,1120,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1169,1169,12200000,632,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1170,1170,17500000,1050,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1171,1171,20500000,1060,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1172,1172,39600000,1485,Chembur East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1173,1173,19000000,1150,Chembur East,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1174,1174,12000000,675,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1175,1175,10700000,675,Chembur East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0730526,72.8699382
1176,1176,32599999,1600,Chembur,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1177,1177,18900000,1091,Chembur,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1178,1178,9500000,585,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1179,1179,9200000,620,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1180,1180,11200000,725,Chembur,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.054818,72.8979713
1181,1181,6000000,2700,mumbai,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.08157715,72.88662753964906
1182,1182,16800000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,19.1722904,72.9564695
1183,1183,16500000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,19.1722904,72.9564695
1184,1184,18000000,1180,Mulund,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,19.1722904,72.9564695
1185,1185,21900000,1412,Mulund,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1,19.1722904,72.9564695
1187,1187,23500000,1300,link road borivali west,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19.2175066,72.8400222
1188,1188,7500000,495,Borivali West,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.2294561,72.8479905
1189,1189,15000000,1450,Manpada,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.2216015,72.9826741
1190,1190,220000000,7600,Andheri West,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1,19.1172495,72.833968
1191,1191,3500000,550,Kalyan East,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,19.2156856,73.092894
1192,1192,12500000,880,Thane West,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1,19.0263007,73.0120218
1193,1193,16800000,922,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.1158835,72.854202
1194,1194,17500000,1050,Andheri East,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.1158835,72.854202
1195,1195,16500000,1020,Andheri East,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,19.1158835,72.854202
1196,1196,14800000,915,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.1158835,72.854202
1197,1197,15000000,915,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.1158835,72.854202
1198,1198,18000000,1020,Andheri East,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19.1158835,72.854202
1199,1199,4500000,620,Sector12 Kamothe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0173837,73.09548380186183
1200,1200,16000000,1515,Kharghar,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
1201,1201,7600000,1055,Sector 2 Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,18.97686135,73.0201311109118
1202,1202,28000000,4000,Kharghar,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,19.0258415,73.0593001
1203,1203,11100000,1245,Sector 17 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,18.97686135,73.0201311109118
1205,1205,11299999,750,Govind nagar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1569097,72.9311165
1206,1206,8600000,608,Malad East,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1860219,72.8563181
1207,1207,8600000,550,Malad East,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1860219,72.8563181
1209,1209,21000000,620,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1196976,72.8464205
1210,1210,24000000,1000,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1196976,72.8464205
1211,1211,8725000,1135,Sector-9 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1,18.97686135,73.0201311109118
1212,1212,31500000,1010,Vikhroli,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,19.1114795,72.928021
1213,1213,42500000,1200,Parel,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,19.0094817,72.8376614
1214,1214,4700000,1005,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1215,1215,4500000,980,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1216,1216,3200000,680,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1217,1217,3500000,710,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1218,1218,3300000,690,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1219,1219,4000000,715,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1220,1220,3500000,700,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1221,1221,3350000,670,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1222,1222,2650000,560,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1223,1223,2300000,445,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1224,1224,2600000,560,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1225,1225,5700000,1060,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1226,1226,5800000,1064,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1227,1227,6000000,1070,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1228,1228,5200000,995,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1229,1229,4900000,985,Taloja,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1231,1231,4000000,665,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1232,1232,3700000,680,Taloja,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0657609,73.0930218
1233,1233,2300000,575,Virar West,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.451809,72.8068256
1234,1234,3500000,975,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.451809,72.8068256
1235,1235,3720000,930,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.451809,72.8068256
1236,1236,4200000,750,Virar West,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.451809,72.8068256
